dataset,case,query_type,route,route_reason,visual_attribute,pure_ordinal,pure_geometric,caption
scanrefer_250,210,explicit_direction,E0,visual_attribute_default_e0,True,False,False,the black chair is located in front of the wooden door . the chair is also located to the right of a white shelving unit .
scanrefer_250,211,ordinal,E0,visual_attribute_default_e0,True,False,False,the pillow is on top of the couch . it is on the furthest left .
scanrefer_250,212,object_orientation,E0,visual_attribute_default_e0,True,False,False,this is a desk chair facing towards a desk . it is dark colored and pushed in .
scanrefer_250,213,explicit_direction,E0,default_e0,False,False,False,this is a big screen tv . it is affixed to the wall .
scanrefer_250,214,explicit_direction,E0,default_e0,False,False,False,this is a small night stand kept close to the wall . a table on the left and bed on the right are kept close to it .
scanrefer_250,215,proximity_derived,seeground_ablation_spatial_only,pure_proximity_spatial,True,False,False,there is a rectangular silver refrigerator . it is at the side of the room and next to brown cabinets .
scanrefer_250,216,geometric,E0,visual_attribute_default_e0,True,False,False,the sink is white and has a wide counter around it . the sink is in between two walls .
scanrefer_250,217,proximity_derived,seeground_ablation_spatial_only,pure_proximity_spatial,True,False,False,the curtain is by the white table . the curtain is gray .
scanrefer_250,218,proximity_derived,seeground_ablation_spatial_only,pure_proximity_spatial,True,False,False,there is a rectangular radiator . it is next to a white chair .
scanrefer_250,219,uncategorized,E0,default_e0,False,False,False,this is a janitor cart holding supplies . its front is facing away fron the viewer .
scanrefer_250,220,proximity_derived,seeground_ablation_spatial_only,pure_proximity_spatial,False,False,False,the rectangle trash can . the trash can is by the hamper .
scanrefer_250,221,ordinal,E0,visual_attribute_default_e0,True,False,False,the object is a wooden chair . it is the right most chair against the wall . there is a large window behind it .
scanrefer_250,222,explicit_direction,E0,visual_attribute_default_e0,True,False,False,the sink is white . it is on top of the counter .
scanrefer_250,223,explicit_direction,E0,visual_attribute_default_e0,True,False,False,this is a white soap dispenser . it is above a sink .
scanrefer_250,224,none,E0,visual_attribute_default_e0,True,False,False,this is a rack object with different surfaces atop each other . there are objects on top of them .
scanrefer_250,225,geometric,E0,visual_attribute_default_e0,True,False,False,this toaster oven is black . it is on the far hard surface .
scanrefer_250,226,explicit_direction,E0,visual_attribute_default_e0,True,False,False,a grey chair is behind a table and black chairs . the grey chair is leaning back and has a black chair to the right of it .
scanrefer_250,227,explicit_direction,E0,visual_attribute_default_e0,True,False,False,there is a black and white toilet . it is to the left of the bathroom stall door .
scanrefer_250,228,none,E0,default_e0,False,False,False,this is a toilet . it is made of porcelain .
scanrefer_250,229,proximity_derived,seeground_ablation_spatial_only,pure_proximity_spatial,True,False,False,there is a circular wooden end table . it is next to a teal couch .
scanrefer_250,230,explicit_direction,E0,visual_attribute_default_e0,True,False,False,it is a white table . the white table is sitting behind the two brown desks in the far left corner of the room .
scanrefer_250,231,proximity_derived,seeground_ablation_spatial_only,pure_proximity_spatial,True,False,False,there is a square beige table . it is next to a large rectangular table at the side of the room .
scanrefer_250,232,explicit_direction,E0,default_e0,False,False,True,this radiator is attached to the wall under the window . two trash cans are present in front of this .
scanrefer_250,233,none,E0,visual_attribute_default_e0,True,False,False,this is a closed door . it is wooden and has a handle .
scanrefer_250,234,none,E0,visual_attribute_default_e0,True,False,False,this sofa chair is in the middle . it is dark .
scanrefer_250,235,proximity_derived,seeground_ablation_spatial_only,pure_proximity_spatial,True,False,False,a green and black chair is pulled out from a desk . there is a keyboard to the left of it .
scanrefer_250,236,explicit_direction,E0,visual_attribute_default_e0,True,False,False,it is a black adjustable desk chair . it is pushed up under the desk table that is against the wall from the left side of the bed .
scanrefer_250,237,explicit_direction,E0,default_e0,False,False,False,a bookshelf is against the wall with a door to the left of it . this bookshelf has a desk and chair in front of it .
scanrefer_250,238,none,E0,visual_attribute_default_e0,True,False,False,the door is next to the trash can and a table . the door is a brown rectangle .
scanrefer_250,239,explicit_direction,E0,visual_attribute_default_e0,True,False,False,the chair is sitting with a round table behind it . there are two armchairs behind it .
scanrefer_250,240,none,E0,visual_attribute_default_e0,True,False,False,this is a sink basin that is empty . it is white and tan .
scanrefer_250,241,object_orientation,E0,visual_attribute_default_e0,True,False,False,"there is a chair with an orange seat in the back of the room , facing away from the wall . there is a blue container to the right ."
scanrefer_250,242,explicit_direction,E0,visual_attribute_default_e0,True,False,False,the bed is on the left side of the room . it has a green cover .
scanrefer_250,243,explicit_direction,E0,default_e0,False,False,False,the door is to the right of the desk . the door has shelves in front of it .
scanrefer_250,244,explicit_direction,E0,default_e0,False,False,False,there is a window . it is to the left of the desk and shelves .
scanrefer_250,245,room_side,E0,visual_attribute_default_e0,True,False,False,the chair is north of the closet . the chair is white and has four legs .
scanrefer_250,246,viewpoint_guided,E0,visual_attribute_default_e0,True,False,False,the waist height white oscillating fan is positioned beside the bed and desk chair . if you enter the bedroom door and continue straight ahead you will run into it before reaching the bed . against the rear wall .
scanrefer_250,247,explicit_direction,E0,visual_attribute_default_e0,True,False,False,there is a rectangular dark coffee table . it is in front of a couch and at the center of the room .
scanrefer_250,248,viewpoint_guided,E0,viewpoint_needs_local_frame_default_e0,False,False,False,the object is a desk . if you enter the room it would be located on the right side directly in front of you against the window .
scanrefer_250,249,explicit_direction,E0,default_e0,False,False,False,"you are looking for the chair closest to the front . it is on the right side , right behind the chair leg ."
nr3d_250,0,proximity_derived,seeground_ablation_spatial_only,pure_proximity_spatial,False,False,False,it is the chair by itself not near the desk
nr3d_250,1,proximity_derived,seeground_ablation_spatial_only,pure_proximity_spatial,False,False,False,select the sink farther from the washer
nr3d_250,2,proximity_derived,seeground_ablation_spatial_only,pure_proximity_spatial,True,False,False,this cabinet is dark and farther away from the door
nr3d_250,3,proximity_derived,seeground_ablation_spatial_only,pure_proximity_spatial,False,False,False,the box shelf you want is right next to the chair in the cor
nr3d_250,4,viewpoint_guided,E0,viewpoint_needs_local_frame_default_e0,False,False,False,while facing the play carpet it is the farthest chair to the
nr3d_250,5,proximity_derived,seeground_ablation_spatial_only,pure_proximity_spatial,True,False,False,it is the towel on the wall that is the farthest from the si
nr3d_250,6,proximity_derived,seeground_ablation_spatial_only,pure_proximity_spatial,False,False,False,this is the angled bookshelf far away from the corner of boo
nr3d_250,7,proximity_derived,seeground_ablation_spatial_only,pure_proximity_spatial,True,False,False,the chair with nothing colorful around it
nr3d_250,8,proximity_derived,seeground_ablation_spatial_only,pure_proximity_spatial,True,False,False,it is the large curtain on the window with a small white tab
nr3d_250,9,opposite_derived,E0,default_e0,False,False,False,"If you were standing in front of the sink, facing away from "
nr3d_250,10,explicit_direction,E0,default_e0,False,False,False,when facing the play carpet it is the chair to the left not 
nr3d_250,11,proximity_derived,seeground_ablation_spatial_only,pure_proximity_spatial,False,False,False,"The bed next to the dresser, it is the pillow in the back, c"
nr3d_250,12,proximity_derived,seeground_ablation_spatial_only,pure_proximity_spatial,False,False,False,choose the monitor that is closest to the windows
nr3d_250,13,proximity_derived,seeground_ablation_spatial_only,pure_proximity_spatial,False,False,False,the window farthest from the door
nr3d_250,14,proximity_derived,seeground_ablation_spatial_only,pure_proximity_spatial,False,False,True,it is the left armchair between the two closest to the table
nr3d_250,15,proximity_derived,seeground_ablation_spatial_only,pure_proximity_spatial,True,False,False,the white monitor farthest from the trash cans which are in 
nr3d_250,16,proximity_derived,seeground_ablation_spatial_only,pure_proximity_spatial,False,False,False,the longer rail farthest from sink
nr3d_250,17,proximity_derived,seeground_ablation_spatial_only,pure_proximity_spatial,False,False,False,the shoes farthest from the front door
nr3d_250,18,viewpoint_guided,E0,viewpoint_needs_local_frame_default_e0,False,False,False,standing at the foot of the bed looking at the head of the b
nr3d_250,19,explicit_direction,E0,visual_attribute_default_e0,True,False,False,when facing the long grey counter it is the window in the mi
nr3d_250,20,explicit_direction,E0,visual_attribute_default_e0,True,False,False,the sink is to the right of the metal thing on the wall and 
nr3d_250,21,explicit_direction,E0,default_e0,False,False,False,from the foot of the bed choose the dresser that is to your 
nr3d_250,22,ordinal,E0,default_e0,False,False,False,of the five monitors facing you the keyboard that is directl
nr3d_250,23,proximity_derived,seeground_ablation_spatial_only,pure_proximity_spatial,False,False,True,find the sign that is under the cabinet and farthest away fr
nr3d_250,24,proximity_derived,seeground_ablation_spatial_only,pure_proximity_spatial,True,False,False,the picture that is slightly behind the air mattress propped
nr3d_250,25,proximity_derived,seeground_ablation_spatial_only,pure_proximity_spatial,False,False,False,the only pillow that is not on the bed
nr3d_250,26,proximity_derived,seeground_ablation_spatial_only,pure_proximity_spatial,False,False,False,backpack is farthest away from window closest to the bookshe
nr3d_250,27,explicit_direction,E0,visual_attribute_default_e0,True,False,False,turn and face the small white fridge between the desks and i
nr3d_250,28,proximity_derived,seeground_ablation_spatial_only,pure_proximity_spatial,False,False,True,wall mounted cabinet the one that is not above printer
nr3d_250,29,explicit_direction,E0,default_e0,False,False,False,when facing the monitors it is the monitor on the left
nr3d_250,30,explicit_direction,E0,default_e0,False,False,True,this lamp is on a table between the beds
nr3d_250,31,explicit_direction,E0,visual_attribute_default_e0,True,False,False,pick the grey chair next to the green one
nr3d_250,32,explicit_direction,E0,default_e0,False,False,True,shelf up above the bed
nr3d_250,33,explicit_direction,E0,default_e0,False,True,False,the armchair that is right in the corner
nr3d_250,34,viewpoint_guided,E0,viewpoint_needs_local_frame_default_e0,False,False,False,facing the bookshelves the chair in the lower right corner
nr3d_250,35,explicit_direction,E0,visual_attribute_default_e0,True,False,False,when facing the row of grey chairs the window that is over t
nr3d_250,36,proximity_derived,seeground_ablation_spatial_only,pure_proximity_spatial,False,True,True,the smallest table its has no chairs under next to it
nr3d_250,37,explicit_direction,E0,default_e0,False,False,False,the tall shelf behind the door
nr3d_250,38,proximity_derived,seeground_ablation_spatial_only,pure_proximity_spatial,False,False,True,the rail on the wall under the toilet paper holder
nr3d_250,39,object_orientation,E0,visual_attribute_default_e0,True,False,False,the pillow is yellow and standing upright on the couch not l
nr3d_250,40,ordinal,bev_raw_labeled,pure_ordinal_bev,False,True,False,the toilet in the right stall
nr3d_250,41,explicit_direction,E0,default_e0,False,False,False,facing the foot of the bed the pillow on the right
nr3d_250,42,explicit_direction,E0,default_e0,False,False,False,the toilet paper on the right hand side of the toilet
nr3d_250,43,explicit_direction,E0,default_e0,False,False,True,the shelf above the couch
nr3d_250,44,ordinal,E0,visual_attribute_default_e0,True,False,False,the round table with the most objects on top of it
nr3d_250,45,proximity_derived,seeground_ablation_spatial_only,pure_proximity_spatial,False,False,False,the correct cup is closer to the edge of the desk
nr3d_250,46,proximity_derived,seeground_ablation_spatial_only,pure_proximity_spatial,False,False,False,the backpack on the floor next to the ipad on the bed
nr3d_250,47,proximity_derived,seeground_ablation_spatial_only,pure_proximity_spatial,True,False,False,the garbage can and not recycling bin
nr3d_250,48,explicit_direction,E0,visual_attribute_default_e0,True,False,False,if we face the small yellow table the chair to the far right
nr3d_250,49,explicit_direction,E0,default_e0,False,False,False,when facing the door the couch to the right
nr3d_250,50,proximity_derived,seeground_ablation_spatial_only,pure_proximity_spatial,True,False,False,pick the door that is slightly open and is closer to the red
nr3d_250,51,proximity_derived,seeground_ablation_spatial_only,pure_proximity_spatial,False,False,False,chair against the wall closest to the window
nr3d_250,52,proximity_derived,seeground_ablation_spatial_only,pure_proximity_spatial,True,False,False,the green chair
nr3d_250,53,explicit_direction,E0,default_e0,False,False,False,facing the door the shelf to the right
nr3d_250,54,proximity_derived,seeground_ablation_spatial_only,pure_proximity_spatial,False,True,False,tiny door in the corner
nr3d_250,55,explicit_direction,E0,visual_attribute_default_e0,True,False,False,the black shoes in front of the door
nr3d_250,56,explicit_direction,E0,default_e0,False,False,False,printer on left shelving on right you want the back option o
nr3d_250,57,proximity_derived,seeground_ablation_spatial_only,pure_proximity_spatial,False,False,False,the printer directly in front of the window closest to the c
nr3d_250,58,proximity_derived,seeground_ablation_spatial_only,pure_proximity_spatial,True,False,False,the window in the middle of the room next to the black floor
nr3d_250,59,proximity_derived,seeground_ablation_spatial_only,pure_proximity_spatial,True,False,False,toilet paper on top of the paper towel dispenser its the one
nr3d_250,60,explicit_direction,E0,visual_attribute_default_e0,True,False,False,this is the round table by the closed white door
nr3d_250,61,explicit_direction,E0,visual_attribute_default_e0,True,False,False,the dresser under the bed with the orange pillow
nr3d_250,62,none,E0,visual_attribute_default_e0,True,False,False,box surrounds door with glass inset
nr3d_250,63,proximity_derived,seeground_ablation_spatial_only,pure_proximity_spatial,False,False,False,the backpack closest to the windows
nr3d_250,64,proximity_derived,seeground_ablation_spatial_only,pure_proximity_spatial,False,False,False,the keyboard that is on the little side desk on the end of t
nr3d_250,65,explicit_direction,E0,visual_attribute_default_e0,True,False,False,choose the shelf next to the blue shower
nr3d_250,66,explicit_direction,E0,visual_attribute_default_e0,True,False,False,the chair is underneath the brown table in front bed
nr3d_250,67,proximity_derived,seeground_ablation_spatial_only,pure_proximity_spatial,False,False,False,the window closest to the recycling bin
nr3d_250,68,proximity_derived,seeground_ablation_spatial_only,pure_proximity_spatial,False,False,False,find the box with the longest set of bookcases then choose t
nr3d_250,69,explicit_direction,E0,default_e0,False,False,True,from under the room it is the shoes under the bed completely
nr3d_250,70,object_orientation,E0,default_e0,False,True,False,chair near the table facing the chair in the corner
nr3d_250,71,explicit_direction,E0,default_e0,False,False,False,if you face the two monitors pick the one of the left side t
nr3d_250,72,proximity_derived,seeground_ablation_spatial_only,pure_proximity_spatial,True,False,False,the open door by the trash cans leading into a room with whi
nr3d_250,73,explicit_direction,E0,visual_attribute_default_e0,True,False,False,the dresser underneath the bed with a purple covering
nr3d_250,74,proximity_derived,seeground_ablation_spatial_only,pure_proximity_spatial,False,False,False,the doors closest to the chair
nr3d_250,75,proximity_derived,seeground_ablation_spatial_only,pure_proximity_spatial,True,False,False,the smaller white colored box against the wall next to the g
nr3d_250,76,proximity_derived,seeground_ablation_spatial_only,pure_proximity_spatial,True,False,False,the trash can that has some multicolored folder things on th
nr3d_250,77,explicit_direction,E0,visual_attribute_default_e0,True,False,False,the table is the shorter lighter one with the pulled out cha
nr3d_250,78,proximity_derived,seeground_ablation_spatial_only,pure_proximity_spatial,True,False,False,look for the window that is closer to the olive green sofa
nr3d_250,79,object_orientation,E0,default_e0,False,False,False,the kitchen cabinets sink and counter plus part of the floor
nr3d_250,80,explicit_direction,E0,visual_attribute_default_e0,True,False,False,toilet paper located directly below the metal holding bar an
nr3d_250,81,explicit_direction,E0,default_e0,False,False,False,the sink on the right hand side
nr3d_250,82,viewpoint_guided,E0,viewpoint_needs_local_frame_default_e0,False,False,False,facing the shelves choose the chair on the right closest to 
nr3d_250,83,explicit_direction,E0,default_e0,False,False,False,if you are standing at the foot of the bed choose the pillow
nr3d_250,84,proximity_derived,seeground_ablation_spatial_only,pure_proximity_spatial,False,False,False,these shoes are adjacent to the nearby door rather than in f
nr3d_250,85,ordinal,bev_raw_labeled,pure_ordinal_bev,False,True,False,the smallest bathroom stall
nr3d_250,86,explicit_direction,E0,default_e0,False,False,False,facing the wall with two pictures the picture on the right
nr3d_250,87,proximity_derived,seeground_ablation_spatial_only,pure_proximity_spatial,False,False,False,the backpack close to the bed on the floor
nr3d_250,88,explicit_direction,E0,default_e0,False,False,False,the window on the right that has a fan in front of the middl
nr3d_250,89,proximity_derived,seeground_ablation_spatial_only,pure_proximity_spatial,True,False,False,the desk that has something teal light blue sitting on it
nr3d_250,90,viewpoint_guided,E0,viewpoint_needs_local_frame_default_e0,False,True,False,if you are standing in the middle of the room facing the two
nr3d_250,91,explicit_direction,E0,visual_attribute_default_e0,True,False,False,the trash bin in the right corner behind the blue trash can
nr3d_250,92,proximity_derived,seeground_ablation_spatial_only,pure_proximity_spatial,False,False,False,the shoes closest to the window
nr3d_250,93,explicit_direction,E0,visual_attribute_default_e0,True,False,False,the chair is in front of the table brown cabinet by sink
nr3d_250,94,viewpoint_guided,E0,viewpoint_needs_local_frame_default_e0,False,False,False,facing the doors the door on the left
nr3d_250,95,proximity_derived,seeground_ablation_spatial_only,pure_proximity_spatial,True,False,False,the middle rolling cart white in color next to the teal and 
nr3d_250,96,object_orientation,E0,default_e0,False,False,False,the backpack on the floor
nr3d_250,97,explicit_direction,E0,visual_attribute_default_e0,True,False,False,the chair against the whiteboard on the right side
nr3d_250,98,proximity_derived,seeground_ablation_spatial_only,pure_proximity_spatial,False,True,False,choose the backpack in the corner closer to the window
nr3d_250,99,ordinal,bev_raw_labeled,pure_ordinal_bev,False,True,False,facing the tables the second table from the left
nr3d_250,100,explicit_direction,E0,visual_attribute_default_e0,True,False,False,the towel on the left side of the oven door
nr3d_250,101,proximity_derived,seeground_ablation_spatial_only,pure_proximity_spatial,True,False,False,the correct window is taller and touches the ground
nr3d_250,102,explicit_direction,E0,visual_attribute_default_e0,True,False,False,choose the black backpack hanging on the wall
nr3d_250,103,none,E0,default_e0,False,False,False,the only office style chair in the room
nr3d_250,104,ordinal,bev_raw_labeled,pure_ordinal_bev,False,True,False,the correct box is in the middle
nr3d_250,105,explicit_direction,E0,default_e0,False,True,True,the smallest window above the door
nr3d_250,106,proximity_derived,seeground_ablation_spatial_only,pure_proximity_spatial,False,False,False,the monitor on the floor next to the desk
nr3d_250,107,explicit_direction,E0,default_e0,False,False,False,the door that is directly south of the arm chair
nr3d_250,108,explicit_direction,E0,default_e0,False,False,True,the picture above the desk
nr3d_250,109,object_orientation,E0,default_e0,False,False,False,the lamp on the stand with two remotes
nr3d_250,110,explicit_direction,E0,default_e0,False,False,True,the cabinets above the printer
nr3d_250,111,explicit_direction,E0,default_e0,False,False,True,find the backpack that is in between the desk and the fan
nr3d_250,112,explicit_direction,E0,default_e0,False,False,False,standing at the window facing the doors it is the one on the
nr3d_250,113,explicit_direction,E0,default_e0,False,False,False,the table next to the copier
nr3d_250,114,viewpoint_guided,E0,viewpoint_needs_local_frame_default_e0,False,False,False,facing the sinks choose the one on the right
nr3d_250,115,proximity_derived,seeground_ablation_spatial_only,pure_proximity_spatial,False,False,False,the smaller window near the shutters
nr3d_250,116,explicit_direction,E0,default_e0,False,True,False,the taller dresser across from the bed
nr3d_250,117,room_side,E0,default_e0,False,False,False,the correct trash can is not in the bathroom
nr3d_250,118,proximity_derived,seeground_ablation_spatial_only,pure_proximity_spatial,True,False,False,white item resting on top of paper towel dispenser close to 
nr3d_250,119,none,E0,visual_attribute_default_e0,True,False,False,chair next to the whiteboard
nr3d_250,120,proximity_derived,seeground_ablation_spatial_only,pure_proximity_spatial,False,False,False,cabinet closest to the tv
nr3d_250,121,explicit_direction,E0,default_e0,False,False,True,the rail directly above the toilet
nr3d_250,122,ordinal,E0,visual_attribute_default_e0,True,False,False,the bathroom stall with the toilet seat that is up
nr3d_250,123,proximity_derived,seeground_ablation_spatial_only,pure_proximity_spatial,False,False,False,it is the chair closest to the exit doorway
nr3d_250,124,proximity_derived,seeground_ablation_spatial_only,pure_proximity_spatial,True,False,False,the book is on the white shelf near the desk
nr3d_250,125,explicit_direction,E0,visual_attribute_default_e0,True,False,False,the larger green box underneath the smaller green box
nr3d_250,126,proximity_derived,seeground_ablation_spatial_only,pure_proximity_spatial,False,False,False,the desk closest to the window
nr3d_250,127,viewpoint_guided,E0,viewpoint_needs_local_frame_default_e0,False,True,True,facing the windows chose the center desk under the clock
nr3d_250,128,proximity_derived,seeground_ablation_spatial_only,pure_proximity_spatial,False,False,False,the laptop by the chair with the floral pattern
nr3d_250,129,opposite_derived,E0,visual_attribute_default_e0,True,False,False,the door along the wall with the open door ( it is not the o
nr3d_250,130,viewpoint_guided,E0,viewpoint_needs_local_frame_default_e0,False,False,False,facing the chairs this is the one on the left
nr3d_250,131,proximity_derived,seeground_ablation_spatial_only,pure_proximity_spatial,False,False,False,the sink closest to the washing machine
nr3d_250,132,proximity_derived,seeground_ablation_spatial_only,pure_proximity_spatial,False,True,True,middle of the bar directly above the toilet flushing part
nr3d_250,133,ordinal,E0,default_e0,False,False,False,when facing the three windows you need to choose the one all
nr3d_250,134,proximity_derived,seeground_ablation_spatial_only,pure_proximity_spatial,False,False,True,large cabinet that is not above the desk
nr3d_250,135,none,E0,default_e0,False,True,False,it is the door located in the corner of the room next to the
nr3d_250,136,room_side,E0,default_e0,False,False,False,the monitor that is the only one on the side of the room wit
nr3d_250,137,explicit_direction,E0,default_e0,False,True,False,when standing in the middle of the room facing the plants th
nr3d_250,138,viewpoint_guided,E0,viewpoint_needs_local_frame_default_e0,False,False,False,facing the plants the plant on the right
nr3d_250,139,explicit_direction,E0,default_e0,False,False,False,the soap dish on the left side of the sink
nr3d_250,140,room_side,E0,default_e0,False,True,False,the tall set of shelves in the corner
nr3d_250,141,ordinal,E0,visual_attribute_default_e0,True,False,False,i am the round table in the corner of the room
nr3d_250,142,proximity_derived,seeground_ablation_spatial_only,pure_proximity_spatial,False,False,False,this couch is not next to a tall shelf unit
nr3d_250,143,proximity_derived,seeground_ablation_spatial_only,pure_proximity_spatial,True,False,False,looking at the beds head on the bag nearest to the bed on th
nr3d_250,144,explicit_direction,E0,default_e0,False,False,False,looking at both books on the desk it is the book on the righ
nr3d_250,145,proximity_derived,seeground_ablation_spatial_only,pure_proximity_spatial,False,False,False,i am the ottoman closest to the coffee table
nr3d_250,146,geometric,E0,visual_attribute_default_e0,True,False,False,window with a white frame by the shoes
nr3d_250,147,proximity_derived,seeground_ablation_spatial_only,pure_proximity_spatial,True,False,False,the small blue couch that is on the end
nr3d_250,148,proximity_derived,seeground_ablation_spatial_only,pure_proximity_spatial,False,False,False,the chair closest to the kitchen
nr3d_250,149,explicit_direction,E0,default_e0,False,False,False,facing the door the bottom left chair
nr3d_250,150,explicit_direction,E0,default_e0,False,False,False,the table in front of the chair with a circular stand
nr3d_250,151,geometric,E0,visual_attribute_default_e0,True,False,False,i am the shelf above the bed with red clothes on the bed
nr3d_250,152,explicit_direction,E0,default_e0,False,False,False,the box that is higher
nr3d_250,153,viewpoint_guided,E0,viewpoint_needs_local_frame_default_e0,False,False,False,if facing the doors the one on your left
nr3d_250,154,explicit_direction,E0,visual_attribute_default_e0,True,False,False,when facing the wall with two white boards so that the door 
nr3d_250,155,proximity_derived,seeground_ablation_spatial_only,pure_proximity_spatial,False,False,False,choose the book on the bottom bunk closest to the outside of
nr3d_250,156,proximity_derived,seeground_ablation_spatial_only,pure_proximity_spatial,True,False,False,the keyboard that is not in front of the whiteboard
nr3d_250,157,explicit_direction,E0,visual_attribute_default_e0,True,False,False,the box stacked on top
nr3d_250,158,opposite_derived,E0,default_e0,False,False,False,the door directly opposite the window
nr3d_250,159,proximity_derived,seeground_ablation_spatial_only,pure_proximity_spatial,False,False,False,trash can closest to the copier
nr3d_250,160,proximity_derived,seeground_ablation_spatial_only,pure_proximity_spatial,False,False,False,choose the pillow closest to the window
nr3d_250,161,explicit_direction,E0,default_e0,False,False,True,the right storage bin on the floor under the clock
nr3d_250,162,explicit_direction,E0,visual_attribute_default_e0,True,False,False,i am shelves beside the yellow price tag
nr3d_250,163,proximity_derived,seeground_ablation_spatial_only,pure_proximity_spatial,False,False,False,the shelf next to the bed on the desk
nr3d_250,164,proximity_derived,seeground_ablation_spatial_only,pure_proximity_spatial,True,False,False,the door between grey trash can and two folding tables
nr3d_250,165,proximity_derived,seeground_ablation_spatial_only,pure_proximity_spatial,True,False,False,the towel hanging on the shower curtain rod closest to the t
nr3d_250,166,proximity_derived,seeground_ablation_spatial_only,pure_proximity_spatial,False,False,True,the chair that is alone under the smaller tan table
nr3d_250,167,explicit_direction,E0,default_e0,False,False,False,the cabinet on the left end of the long row of chairs
nr3d_250,168,explicit_direction,E0,default_e0,False,False,False,the pillow on the side near the kitchen table
nr3d_250,169,viewpoint_guided,E0,viewpoint_needs_local_frame_default_e0,False,False,False,when facing the wall of bookshelves choose the box to the le
nr3d_250,170,explicit_direction,E0,default_e0,False,False,False,facing the refrigerator the chair to the far right
nr3d_250,171,proximity_derived,seeground_ablation_spatial_only,pure_proximity_spatial,False,False,False,bottom cabinet with a printer next to the standing fan
nr3d_250,172,viewpoint_guided,E0,viewpoint_needs_local_frame_default_e0,False,False,False,if you watching tv the box is to the right
nr3d_250,173,ordinal,E0,visual_attribute_default_e0,True,False,False,the whiteboard that has a blue note on top
nr3d_250,174,room_side,E0,default_e0,False,False,False,mirror in the bathroom
nr3d_250,175,object_orientation,E0,default_e0,False,False,False,the correct door does not have the couch infront of it and h
nr3d_250,176,proximity_derived,seeground_ablation_spatial_only,pure_proximity_spatial,True,False,False,the middle option near the paper towels
nr3d_250,177,explicit_direction,E0,default_e0,False,False,False,box in front of another
nr3d_250,178,proximity_derived,seeground_ablation_spatial_only,pure_proximity_spatial,False,False,False,the book closest to the windows
nr3d_250,179,explicit_direction,E0,visual_attribute_default_e0,True,False,False,if facing the wall with the yellow page and mirror its the d
nr3d_250,180,proximity_derived,seeground_ablation_spatial_only,pure_proximity_spatial,False,False,False,choose the frame over the bed closest to the window
nr3d_250,181,geometric,E0,visual_attribute_default_e0,True,False,False,the microwave on the light brown desk
nr3d_250,182,explicit_direction,E0,default_e0,False,False,True,the kitchen cabinet located above the oven
nr3d_250,183,ordinal,E0,visual_attribute_default_e0,True,False,False,the chair that does not have a blue bag on it
nr3d_250,184,explicit_direction,E0,visual_attribute_default_e0,True,False,False,the left artwork directly above the blue shredder
nr3d_250,185,explicit_direction,E0,default_e0,False,False,False,when facing the table chair on the back side on the left
nr3d_250,186,proximity_derived,seeground_ablation_spatial_only,pure_proximity_spatial,False,False,False,the monitor closest to the window
nr3d_250,187,explicit_direction,E0,default_e0,False,False,True,the artwork directly above the bed nearest the bathroom
nr3d_250,188,explicit_direction,E0,default_e0,False,False,False,the pillow is directly to the right of the lamp
nr3d_250,189,viewpoint_guided,E0,viewpoint_needs_local_frame_default_e0,False,True,False,facing the boxes the rightmost one that is in front of a gre
nr3d_250,190,none,E0,visual_attribute_default_e0,True,False,False,the curtains are grey
nr3d_250,191,proximity_derived,seeground_ablation_spatial_only,pure_proximity_spatial,True,False,False,the chair at the corner and there is a square table in front
nr3d_250,192,ordinal,E0,visual_attribute_default_e0,True,False,False,the square table in the middle of the room
nr3d_250,193,explicit_direction,E0,default_e0,False,False,False,when pushing in this chair it is the chair on the right
nr3d_250,194,proximity_derived,seeground_ablation_spatial_only,pure_proximity_spatial,True,False,False,the lightest colored desk under the clock closest to the fil
nr3d_250,195,ordinal,bev_raw_labeled,pure_ordinal_bev,False,True,False,the cup in the middle
nr3d_250,196,explicit_direction,E0,default_e0,False,False,True,the cabinets above the sink
nr3d_250,197,none,E0,default_e0,False,False,False,this sign is next to the sink and on the counter
nr3d_250,198,explicit_direction,E0,visual_attribute_default_e0,True,False,False,you want the window that is dark greyish green to the right 
nr3d_250,199,proximity_derived,seeground_ablation_spatial_only,pure_proximity_spatial,False,False,False,the window near the table not the one near the shelves
nr3d_250,200,explicit_direction,E0,default_e0,False,False,True,the chair in front of the window and between the beds
nr3d_250,201,proximity_derived,seeground_ablation_spatial_only,pure_proximity_spatial,False,False,False,choose the plant closest to the bed
nr3d_250,202,explicit_direction,E0,default_e0,False,True,False,select the trash can at the back middle one
nr3d_250,203,explicit_direction,E0,visual_attribute_default_e0,True,False,False,choose the glass doors
nr3d_250,204,geometric,E0,visual_attribute_default_e0,True,False,False,choose the round table that is not in the corner
nr3d_250,205,proximity_derived,seeground_ablation_spatial_only,pure_proximity_spatial,False,False,False,this trashcan is by a double door
nr3d_250,206,explicit_direction,E0,default_e0,False,False,False,if looking at the window from the door the desk on the right
nr3d_250,207,proximity_derived,seeground_ablation_spatial_only,pure_proximity_spatial,True,False,False,this backpack is closer to the tall brown wardrobe cabinet '
nr3d_250,208,proximity_derived,seeground_ablation_spatial_only,pure_proximity_spatial,False,False,False,it is the cup closest to the chair
nr3d_250,209,ordinal,E0,visual_attribute_default_e0,True,False,False,the trash can in the corner with the blue bag
